pid,potential_poi
1981,"[85, 1981, 3312, 2964, 102, 1921, 2790, 256, 82, 3322, 983, 3919, 1629, 4042, 3224, 3170, 2290, 1362, 2595, 1703, 3876, 1928]"
2719,"[85, 1332, 2719, 4708, 4808, 2488]"
2914,"[1075, 3483, 2876, 1252, 2307, 3220, 537, 2072, 406, 1926, 4515, 2914, 1859, 2339, 1799, 4318, 1887, 253, 324, 3640, 4618]"
3013,"[85, 2573, 4893, 2270, 612, 2935, 2818, 3468, 4978, 2525, 889, 4195, 3466, 4034, 83, 416]"
1332,"[85, 292, 1512, 1243, 2386, 730]"
3822,"[1659, 1614, 2539, 3317, 4258, 3338, 3289, 3223, 1311, 4725, 3518, 766, 3017, 4193, 3378, 3822, 2579, 507]"
375,"[1918, 321, 410, 1638, 4165, 406, 879, 145, 2418, 1134, 1773, 2670, 349, 76, 1389, 2519, 3102, 3189, 1530, 4314]"
1918,"[3012, 4140, 149, 285, 3792, 293, 31, 406, 1383, 1995, 4015, 4766, 2347, 1872, 3524, 1428, 1792, 2217, 1990, 1255, 4410, 200, 1739, 1975, 3745, 1656, 3183, 3084, 4306, 1982, 3537, 4969, 1614, 1918, 3491, 5041]"
2756,"[2539, 5002, 1707, 2321, 669, 2712, 3787, 887, 3977, 4414, 2552]"
2539,"[4193, 318, 1576, 451, 3289, 1466, 612, 1173, 3170, 5002, 3343, 2572, 3177, 4846, 3656]"
4193,"[2719, 848, 3780, 4258, 3822, 2743, 1659, 1786, 1484, 2001]"
4708,"[2719, 4495, 4893, 241, 1907, 4221, 4805, 4723, 1507, 324]"
4808,"[2719, 3822, 2553, 4808, 1951, 75, 328, 1917]"
2488,"[2719, 324, 3071, 1051, 2257, 707, 1698, 3366, 2489, 2314, 2001, 4195, 1781, 61, 1459, 3596, 3520, 357, 102]"
3306,"[2719, 2270, 3136, 887, 1839, 831, 1434, 2310, 3274]"
2553,"[4134, 2501, 1104, 1767, 4150, 412, 4598, 3590, 771, 3377, 1678, 1635, 1643, 2553, 4130]"
1917,"[85, 4808, 4777, 1434, 2927, 2571, 3102, 2240, 36, 1917, 3637, 3276, 3455, 2722, 2914]"
87,"[1044, 87, 1327, 2749, 579, 4276, 3681, 324, 229, 2258, 3048, 4893, 1758]"
1044,"[87, 2457, 1327, 1044, 259, 83, 260, 1638, 2056, 431, 4014, 3430]"
1327,"[1044, 1035, 87, 2277, 1327, 321, 495, 2018, 324, 2292, 686, 4398, 2698]"
2457,"[87, 4764, 2624, 2522, 443, 4433, 3679, 3249, 1022, 1204, 889]"
2277,"[495, 2185, 2763, 2573, 3778, 3612, 551, 2277, 1579, 2096, 2682, 1193, 3718, 2596, 3213, 324, 3380]"
495,"[1354, 87, 1327, 2506, 2272, 2646, 668]"
1354,"[1044, 3202, 1354, 715, 716, 1485]"
579,"[87, 2113, 600, 3871, 2355, 1475, 611]"
3681,"[87, 630, 2185, 255, 862, 3276, 4417, 291, 1741, 290, 3681, 798, 31, 4162, 3318, 4963, 600, 2317, 991, 1614, 1027, 3119, 3000, 2451, 2577, 4242, 2500, 3080, 4129, 3692, 293, 4729, 1659, 254]"
1018,"[1044, 267, 4075, 1333, 113, 1545, 2067, 135, 758, 2991, 162, 192, 3473, 3508, 1785, 1771, 319, 4153, 3971, 324, 1767, 1249, 3997, 141, 406, 1219, 337, 1018, 2187, 1966, 475, 397, 3084, 445, 957, 4079, 102, 2731, 2661, 1112, 70, 1812, 870, 3455, 3636, 762, 498, 1212, 849, 2913, 876, 2241, 854, 1878, 3826, 4193, 1692, 1376, 3619, 3879, 3369, 378, 4200, 3364, 224, 1721, 2693, 2474, 1789, 3543, 2077, 2019, 2920, 1303, 1461, 2232, 2149, 4832, 4192, 1503, 1627, 2107, 1480, 3909, 3131, 61, 1794, 2361, 3141, 2842, 474, 3242, 18, 2110, 12, 2109, 2236, 3197, 4764, 3528, 1544, 462, 773, 796, 2828, 2542, 2616, 3920, 3329, 4127, 4638, 312, 2954, 2950, 2937, 446, 971, 2320, 4217, 1056, 3822, 3253, 1662, 4893, 3178, 4272, 1158, 3223, 3842, 2851, 4457, 4589, 3808, 4428, 899, 250, 3529, 4073, 2654, 3951, 4950, 3363, 3763, 4152, 4862]"
3048,"[1044, 1671, 3473, 318, 3444, 762, 1173, 4433]"
88,"[88, 877, 3045, 1015, 61, 1520, 3326, 2106, 1086, 410, 176, 3682, 1010, 3046, 3204, 2373, 3736, 1484]"
877,"[220, 88, 1714, 2477, 877, 226, 4643, 3882, 2052, 3433, 578]"
220,"[220, 2985, 151, 1077, 1392, 88, 410, 580]"
2985,"[88, 1382, 427, 3743, 4264, 2126, 102, 4090]"
3045,"[2449, 88, 3246, 1807, 220, 3045, 2695, 243, 1572, 1848, 4385, 4321, 324]"
2449,"[877, 1196, 1002, 462, 1872, 1426, 337, 737, 4153]"
1714,"[877, 2811, 2057, 1399, 2322, 3541, 119]"
1599,"[3800, 1501, 20, 3948, 537, 1662, 1750, 3341, 1145, 1268, 1812, 3322, 400, 1974, 76, 1599, 324, 2167, 3993, 2288, 4761, 1716, 102, 4856, 1030, 57, 2294, 4398]"
3800,"[877, 3483, 1332, 2730, 1134, 2542, 2570]"
3658,"[877, 61, 3985, 4966, 4361, 4315, 309, 2433, 4720, 4015, 3658, 3672, 3322, 312, 3303, 4317, 1010, 3896, 4035, 1137, 993, 1680]"
1112,"[3097, 1030, 835, 1112, 1012, 151, 1142, 804, 1743, 734, 516, 1018, 3330, 1001, 1108, 950, 1872, 61, 2853, 3397, 4146, 31, 4259, 1720, 324, 3595, 2359, 791, 4836, 23]"
3097,"[877, 416, 1977, 88, 812, 3270, 3013, 1778, 4269, 2714, 4801]"
2052,"[88, 1470, 139, 83, 358, 3861, 659, 3871, 677, 2675, 3280, 877]"
3326,"[494, 1599, 260, 4527, 3927, 2183, 1945]"
494,"[151, 1981, 4855, 832, 2888, 324, 766, 1030, 3848, 908, 2006, 2331, 4950]"
1532,"[4700, 3861, 1532, 3045, 1584, 3064, 3171, 1877, 3542, 3720, 3203, 1709, 1363, 1293, 1696, 551, 4192, 3425, 510, 4699, 2240, 959, 3112, 889]"
2106,"[3598, 3734, 3801, 1298, 1299, 882, 3414, 3656, 257, 12]"
3598,"[877, 226, 1145, 1329, 3468, 76, 2234, 3330, 344, 4561]"
3760,"[151, 1761, 835, 3832, 76, 4457, 3743, 3884, 3121, 848, 3836, 406, 1659, 3657, 3850, 3791, 3079, 4660, 250, 3848, 1781, 2293, 1596, 1807, 1943, 78, 3734]"
3861,"[3397, 2052]"
3397,"[226, 1145, 4060, 2892, 5049, 2839, 406, 4120]"
4643,"[226, 253, 1438, 1002, 537, 4643, 3889, 4385]"
1104,"[2449, 4757, 222, 2521, 151, 1662, 186, 2553, 1596, 1104, 1171, 3615, 336, 3324, 3312, 2817, 2824, 4753, 2715, 3816, 20, 3669, 2113, 443, 739, 1322, 1599, 3136, 23, 1378, 1423, 1212, 1172, 1157, 2595, 3079, 1467, 1659, 3195, 175, 3170, 1872, 3696, 1981, 2713, 4276, 4267, 2437, 321]"
3390,"[5048, 2218, 1971, 3935, 2096, 3005, 4240, 2529, 61, 3390, 4492, 2502, 2213, 1475, 3444]"
5048,"[3045, 5049, 4402, 162, 3900, 2707, 854, 956, 3810, 5053, 102, 1381, 4776]"
4926,"[1670, 559, 1747, 4764]"
2669,"[1532, 3045, 284, 2245, 1528, 2391, 2670, 2084, 494, 1629, 3046, 1944, 1887]"
1807,"[2176, 1363, 2132, 3473, 4286, 3858, 1379, 1659, 831, 1599, 2288, 1807, 175, 1873, 4754, 1018, 2355, 2859, 700, 2959, 318, 4866, 4862, 4052]"
2695,"[2669, 2818, 689, 3730, 2418, 441, 1306, 3174, 1664, 1700, 3973, 2964, 3716, 3774]"
89,"[219, 1061, 248, 2350, 374, 202, 3184, 2239, 89, 2197]"
219,"[248, 1405, 4654, 1036, 159]"
263,"[374, 1255, 159, 297, 251, 1597, 118, 2004, 1407]"
380,"[426, 2811, 1591, 648, 892, 647, 4238, 2528, 2970, 439, 226, 4707, 169, 223, 2415, 2850, 4479, 4464, 78, 2592, 3603, 3958, 3687, 2360]"
426,"[297, 1407, 1255, 1864, 603, 263, 426, 374]"
297,"[299, 89, 300, 1331, 202, 2197, 176, 297, 582, 2222, 1805, 1056, 4284, 4708, 3290]"
299,"[89, 297, 1255, 300, 2197, 1331, 202]"
1061,"[426, 374, 1715, 1384, 2197, 202, 1331, 89, 297, 4600]"
1407,"[426, 2144, 263, 2558, 3882]"
300,"[155, 263, 299, 297, 176, 89, 1061, 159]"
2350,"[418, 263, 226, 2350, 888, 3589, 3075, 1904, 2568, 2636, 82, 4589, 4773, 3838, 3584, 4893, 3504, 3630]"
2472,"[2472, 1715, 2704, 426, 374, 263, 3814, 4790]"
2704,"[2709, 1283, 2181, 4630]"
2709,"[1255, 961, 2685, 3244, 3437, 488, 4961]"
251,"[2144, 1415, 314, 212, 2082, 321, 2066, 1806]"
1992,"[1407, 240, 257, 1152, 3471, 176]"
1597,"[299, 198, 1883]"
118,"[3505, 555, 1286, 581, 439, 1205, 3229, 4464]"
3505,"[297, 2427, 1056, 4392]"
90,"[90, 48, 2225, 2827, 2563, 3486, 2606, 1905, 1930, 1356, 573]"
2563,"[2606, 48, 2563, 4241, 1356, 38, 406, 1443]"
3239,"[2225, 90, 1000, 763, 4163]"
1356,"[2606, 90, 4241, 3354, 1930, 2563, 3254, 2584, 1439, 1356, 1623, 1610, 4113, 3486, 3436, 3802, 974, 3369, 3913, 2888, 2649]"
3424,"[1905, 149, 3835, 1077, 36]"
4241,"[1356, 4244]"
2162,"[2657, 2148, 2980, 2051, 2162, 2772, 3871]"
2657,"[61, 3248, 875, 378, 131, 1531, 462, 2657, 1792, 2626, 1614, 2887, 1269, 4452, 791]"
2823,"[2563, 102, 440, 1981, 442, 4361, 729, 61, 1010, 1173, 3372, 83, 656]"
416,"[48, 4106, 292, 908, 36, 3681, 1741, 1879, 4143, 993, 179, 3391, 4748, 1465, 416, 3528, 4045, 3258, 3686, 844, 4608, 81, 1961, 4782, 151, 1945, 1793, 5052, 1930, 5070]"
2857,"[48, 3651, 2857, 1743, 3550, 1018]"
2968,"[3081, 3061, 82, 3981, 406, 3879, 61, 2217, 250, 4120, 4302, 3764, 1458, 3359, 3080]"
4248,"[48, 1486, 4893, 3637, 378, 38, 2329, 2513, 5048, 3146]"
292,"[2123, 292, 1737, 1600, 1475, 1576, 13, 4307, 256, 62, 4123, 3026, 1537, 3850, 4893, 1659, 4393, 574, 335, 1325, 1620, 652, 4683, 353, 4145, 1635, 4757, 3080, 2790, 763, 277, 1686, 4108, 176, 3378, 1458, 1592]"
2123,"[3314, 2123, 3139, 3360, 1484, 1374, 1819, 1196, 84, 3241, 18, 1165, 4520, 1157]"
3314,"[2606, 770, 772, 4113, 2969, 1863, 5003, 3314, 1874, 5052, 3425, 5071]"
91,"[1333, 2862, 538, 1916, 280, 91, 3536, 3366, 3863, 2234]"
1333,"[2176, 2234, 267, 3475, 1201, 2354]"
2323,"[91, 3962]"
2047,"[2347, 3475, 2508, 83, 3863, 2804, 1713, 203, 2480, 284, 328, 4663, 1730, 2940, 1197, 406, 880, 3931, 2298, 3611, 102, 2293, 950, 2477, 1568, 2910]"
2347,"[2047, 429, 170, 249, 473, 144, 4402, 3368, 3524, 591, 342, 3907, 3521, 1060, 1173, 2959]"
3475,"[267, 3038, 2234, 1068, 2481, 1157]"
2252,"[3891, 3409, 2707, 1458, 3601, 5079, 1018, 4625, 1563]"
3891,"[62, 277, 664]"
3322,"[1333, 310, 324, 689, 3705, 865, 4893, 1729, 3104, 2418, 2539, 3482, 2291, 3177, 2817, 1191, 3366, 3492, 3563, 3735, 2234, 226, 4561]"
1154,"[3048, 2739, 525, 3859, 371, 3536, 226]"
1671,"[427, 1720, 162, 1202, 1284, 1659, 530, 1635, 4307, 3302, 761, 1776, 2117, 1885, 1617, 3887, 3734, 580, 2493]"
427,"[1333, 1977, 1576, 614, 3679, 443, 762, 1268, 883, 4663, 3396, 1772, 1297, 1633, 4973, 427, 2955, 1701, 31, 4776, 2566, 2876, 3088, 4994]"
4114,"[1161, 1752, 1748, 3986, 1785, 320, 4994]"
4515,"[1601, 4515, 1713, 1721, 499, 2700, 2537]"
1601,"[267, 245, 2075, 3710, 3770, 1625, 36, 4893, 3693]"
1201,"[1252, 203, 4073, 1789, 1397, 2595]"
2566,"[1333, 1088, 213, 1676, 598, 1601, 1771, 2094, 897, 2566, 188, 4257, 3647, 172]"
3848,"[2234, 1458, 364, 2875, 3871, 1285, 1670, 4226, 4182, 2765, 1839, 3015, 1582, 2762]"
1020,"[1333, 1025, 363, 406, 4815, 4893, 293, 1974]"
2354,"[1145, 321, 3670, 4598, 2391, 134, 3366, 463]"
1145,"[1601, 3475, 2234, 1791, 1292, 391, 1596, 926, 3148, 1153, 1147, 1145, 1556, 3359, 1901, 1599, 4927, 2291, 2418, 417, 4148, 4692, 2695, 357, 1134, 76, 435, 1899, 3951, 2805, 2330]"
1680,"[1145, 515, 1754, 2865, 2795, 4835, 61, 1739, 1548, 870, 285, 681, 4356, 4537, 128, 1680, 1716, 3194, 1158, 2139, 324, 3681, 1488, 3973, 4874]"
3038,"[1145, 2678, 3133, 2386, 4254, 1951, 2478, 172, 4634, 430, 1639, 846, 876, 956, 1778, 2671, 3567, 5019, 4893, 4106, 4014, 31, 3038, 3070, 2039, 5005, 4866]"
2673,"[2234, 3881, 1145, 2291, 3822, 91, 84]"
3114,"[1333, 1170, 2292, 3285, 2898, 2924, 4357, 76, 337]"
515,"[1680, 1333, 2990, 2851, 31, 3681, 1553, 799, 1385, 515, 1959, 2513]"
3580,"[1333, 798, 1147, 3904, 870, 1777]"
4135,"[2673, 1740, 1701, 292, 4880, 3246, 3270, 1240, 245, 4846, 1560]"
4075,"[1018, 141, 1978, 324, 883, 2569]"
93,"[93, 1168, 1440, 2023, 1077, 1370, 1397, 1451, 62, 2971, 1203, 841, 1975, 3531, 2883, 4276, 2788, 1977, 324, 4077, 2968, 4688, 2878, 948, 1872, 1202, 2005, 2046, 1659, 4260, 2869, 357, 2545, 288, 3832, 1777, 4896, 2288, 4052, 3026, 727, 1380, 3969, 1898, 1589, 3249, 76, 1632, 277, 1635, 956, 977, 1990, 3077, 669, 4929, 4893, 1749, 3144, 3982, 1596, 3413]"
1168,"[1397, 4276, 1055, 84, 1904, 580, 991, 3209, 3226, 1599, 406]"
1397,"[93, 1, 353, 2023, 3660, 1397, 1590, 2547, 1440, 1370, 1632, 3982, 1383, 26, 318, 406, 2431, 2097, 4893, 1872, 84, 2871, 61]"
1440,"[1627, 1370, 2590, 1397, 93, 1458, 1440, 31, 324]"
1370,"[1429, 1148, 93, 1378, 23]"
1429,"[93, 3139, 254, 3324, 2926, 4015, 2129, 62, 6]"
2023,"[1397, 93, 1440, 1002, 3145, 1148, 439, 1433, 568, 1188, 2512, 917, 442, 2207, 4318, 2462, 35, 5075, 427, 2321, 3220, 4494, 1713, 3727, 3745, 4043, 4903, 1659, 337]"
2590,"[1397, 841, 2136, 2875, 3698, 757, 1872, 1268, 557, 3324, 254, 4502, 2590, 3454, 1621]"
1458,"[2971, 1530, 328, 1458, 252, 371, 61, 3992, 18, 2386, 3296, 2702, 1572, 4023, 1977, 378, 1553, 2739, 3377, 2870, 2537, 4153, 1680, 366, 82, 2968, 1967, 3294, 383, 2939, 4383, 2022, 335, 3366, 3308, 4191, 4688, 2321, 1292, 3897, 2788, 2241]"
2971,"[1397, 1440, 4348, 4231, 2875]"
1530,"[1397, 3520, 4667, 446, 62, 318, 1948, 1151, 1530, 1778, 1593, 887, 1175, 1726]"
2640,"[93, 365, 246, 539, 190, 3299, 2858, 1555, 349, 4605, 1052, 2640, 4732, 4883, 4955, 3524, 4213, 4863]"
2840,"[93, 2834, 2340, 4269, 4537, 1848]"
1148,"[93, 3857, 172, 321, 2238, 439, 2098, 129]"
841,"[1440, 2590, 677, 2227, 1057, 416, 2684, 3963, 993, 3391, 3440, 4710, 3935, 841, 61, 4129, 3681, 4045, 1513]"
1451,"[1349, 1075, 842, 1632, 4817, 3972]"
1349,"[93, 3032, 95, 434, 1212, 1110, 7, 3406, 3077, 3423, 4272]"
1632,"[1397, 2298, 2047, 335, 4686, 1147, 2536, 1296, 986, 798, 1213, 1925, 1104, 4417, 821, 1528, 1875, 1632, 2410, 3789, 2457, 4273, 175, 4221, 3468, 887, 3447, 2084, 3038, 1139, 3118, 3694, 1485, 1018, 2617, 4543, 4670, 4073, 1052]"
1203,"[93, 324, 1724, 452, 950, 1618, 4848, 1966, 3653, 175, 102, 498, 1015, 1077, 6, 3541]"
95,"[95, 1817, 1930, 1046, 1905, 4207, 110, 1386, 3426, 592, 173, 1471, 236, 862, 255, 4757, 5075, 1012, 3936, 3000, 265, 4062, 2126, 2981, 2305]"
2439,"[2816, 2664, 715, 2857, 3651, 1993, 1794, 4163, 4879, 841, 2439, 61, 897, 3258, 4791]"
2842,"[352, 1752, 1381, 383, 1493, 249]"
2489,"[95, 1018, 324, 3511, 2451, 1802, 2601, 3148, 1987, 898, 915, 3360, 4417, 2624, 1458, 3992, 887, 2690, 763, 1563, 3438, 3253, 142, 3068, 2494, 3371, 3682, 277, 2437, 3927]"
1046,"[1349, 3058, 3426, 95, 23, 265, 3997, 1046, 4893, 2126]"
3032,"[1817, 224, 3320, 1134, 322, 1276, 3122, 817, 3060, 3962]"
4303,"[1349, 4893, 745, 3790, 2489, 3146, 525, 4097, 378, 151, 1451, 4904]"
4207,"[3263, 330, 4337, 277, 3690, 4968, 4244]"
3263,"[2439, 3263, 718, 2040, 3925, 1455, 442, 145]"
2664,"[3774, 38, 983, 2439, 48, 4608]"
3774,"[3486, 371, 3677, 1731, 1380, 2829, 1779, 2522, 2765, 1820, 2865, 1720]"
3492,"[3097, 908, 2474, 83, 2705, 4793, 3760, 2170, 3328, 1528]"
3686,"[3774, 2463, 576, 324, 3641, 3141, 3360, 169, 312, 2077, 3258]"
1945,"[3492, 2238, 2023, 1819, 245, 324, 134, 3771, 1090, 416, 1578]"
2764,"[2999, 23, 1484, 702, 1565, 227, 2088, 2070, 3170, 845, 2023, 503, 1445, 4501, 2643, 4913]"
2999,"[3745, 3373, 595, 2999, 2163, 1405, 716, 717, 1794, 2575, 3937, 617, 4800, 3690]"
3745,"[2690, 1096, 1041, 335, 950, 1873, 2305, 2519, 4873, 2432, 3745, 1757]"
1952,"[1662, 2810, 130, 1967, 2045, 1798, 2862, 1359, 1213]"
98,"[174, 98, 1042, 722, 1220, 1825]"
722,"[725, 98, 733, 174, 31, 1837, 4943]"
725,"[725, 733, 98]"
733,"[21, 98, 733, 725, 1825, 722]"
1220,"[324, 3256, 172, 2632, 2244]"
1818,"[1825, 2292, 4840, 102, 2882, 101, 4956, 3770, 4859]"
1825,"[98, 174, 1825, 21, 1220, 733, 722, 2612, 189]"
189,"[21, 3331, 614, 208, 193, 170, 2064, 768, 781, 2996, 822, 827, 3465]"
834,"[722, 915, 2902]"
2746,"[2175, 1087, 4423, 2975, 3253, 3178, 3570, 3750, 2746, 3571]"
2175,"[324, 2175, 2198, 3966, 3728, 4055, 4156, 2881, 711, 2060, 3991, 1131]"
2269,"[189, 429, 519, 3132, 3863, 2273, 2631, 4103, 739]"
3256,"[1825, 384, 333]"
172,"[1140, 1932, 2919, 175, 139, 335, 4493, 172, 1925, 463, 1787, 1285, 4222, 3970, 807, 3773, 3220, 1112, 102, 4817, 142, 4836, 4842, 1015]"
1140,"[31, 768, 2318, 2455]"
42,"[4078, 324, 439]"
4078,"[439, 2414]"
439,"[1825, 581, 2755, 1599, 801, 890, 3344, 321, 382, 4022, 2547, 1653, 681, 1819, 1757, 1666, 3230, 380, 3924, 1715, 1018, 1487, 1890, 1431, 464, 1173, 1957, 3904, 2469, 3439, 2258, 4406, 3100, 439, 4850, 4425, 3793]"
2612,"[174, 1087, 31, 206, 3178, 3999, 3573, 3682, 3894]"
2723,"[3629, 711, 3113, 1692, 3694, 1576, 1704]"
3629,"[1744, 2053, 2054, 232]"
1744,"[3381, 3189, 617, 172, 897, 2906, 2053, 3629, 1787, 1215, 4362, 1228, 3421]"
3381,"[1825, 499, 3380, 4563]"
724,"[724, 102, 720, 2819, 3733, 2058, 4531, 498]"
2058,"[102, 724]"
2819,"[102, 1132, 1486, 252, 2132, 3273, 1339, 4085, 3390, 3863]"
3550,"[868, 3418, 582, 4381, 2986, 1880, 1743, 3871, 3835, 1018, 1006]"
4531,"[102, 574, 617, 4534, 406, 324, 3843, 4477, 771]"
105,"[1131, 105, 1462, 624, 3359, 1452, 2314, 4405, 2585, 2763]"
1131,"[2380, 1462, 4930, 4179, 3949, 4875, 1463, 1131, 3359]"
2380,"[2688, 162, 102, 568, 3784, 1106]"
1462,"[105, 3359, 230, 3099, 3055, 3871, 504, 1038, 611, 406, 1463, 3005, 1161, 2097, 4188, 3574, 2175, 38]"
1452,"[105, 1993, 233, 4198, 2923, 3759, 2319, 1452, 4870]"
2314,"[105, 3662, 504, 3108, 1038, 2314, 3299, 2923, 4640, 3676, 4567, 4125, 2846, 192]"
4405,"[105, 1661, 624, 3267, 4307]"
2763,"[3676, 3612, 1119, 4471]"
3676,"[105, 1822, 2512, 406, 1851, 4640, 102]"
232,"[232, 61, 2423, 2474, 2653, 1416, 3028, 3809, 249, 2720, 4435, 5005, 337]"
1107,"[1107, 2227, 1386, 2653, 3028, 38, 232, 3409]"
2423,"[1107, 2466, 4397, 2827, 1790, 2927, 3070, 3675, 2991]"
2653,"[1107, 2653, 2490, 4175, 1997, 423, 1820, 3172, 2914, 4420, 102, 3806, 2919, 908, 4801, 2606, 3240, 2579]"
3028,"[551, 1107, 630, 2227]"
2466,"[1107, 3739, 4288, 1438, 3298, 4138, 3652, 2466, 3372, 1313, 4966, 1522, 1566]"
2474,"[1107, 38, 2390, 1959, 744, 613, 126, 880, 4077, 889]"
2490,"[3935, 630, 833, 2313, 731]"
107,"[811, 1190, 1605, 3009, 1581, 107, 4119]"
811,"[107, 1581, 811, 2649, 1605, 3009, 1190, 4119]"
1190,"[811, 107, 2649, 1581]"
1581,"[107, 811, 2649, 3009, 1605]"
1605,"[107, 811, 3613, 2649, 1605, 4801, 5053, 2465]"
2649,"[3009, 1190, 4119, 811, 1581, 2649, 739, 2183, 3613, 4527, 2371, 2612, 4444, 4423, 3573, 2465, 4138]"
3009,"[107, 811, 2649, 4119, 4444, 3573]"
4119,"[3009, 811]"
110,"[110, 1030, 2983, 357, 3620, 322, 3917, 465, 3646, 102, 1381, 1387, 3216, 2491, 482, 3321]"
1749,"[102, 18, 559, 1659, 3139, 3622, 2060, 2476, 4700, 2860, 1717, 3682, 292, 1987, 175, 1729, 3297, 2733, 1147, 4149]"
2983,"[95, 110, 465, 102, 1400, 20, 3975, 319, 2442, 54, 337]"
2302,"[110, 2459, 2357, 2974, 2901, 1381, 2542]"
3620,"[110, 1753, 2628]"
3917,"[110, 2983, 2491, 102, 324]"
465,"[727, 110, 3291, 499, 824, 2908, 4077, 324, 1130, 645, 1321, 465, 254, 1784, 3493, 400, 3305, 1212, 516, 4166]"
727,"[2404, 224, 2870, 499, 187, 3945, 632, 727, 2646, 3308, 3655, 3321, 3679, 3792, 61, 3692, 3345, 2483, 2712, 1450, 831, 406, 31, 2288, 285, 4387, 2788, 2491]"
2491,"[110, 1925, 465, 2404, 538, 4263, 531, 2857, 249, 2156, 2788, 947]"
3646,"[2712, 4688, 889, 2790, 3279, 169, 357]"
2712,"[110, 312, 683, 826, 3925, 229, 933, 226, 1129, 4223, 1130, 4475, 2439, 1215]"
1387,"[102, 1400, 264, 1085, 2480, 266, 865, 2542, 1387, 11, 1288]"
3216,"[482, 3917, 2983, 2491, 102, 337, 3482, 4546]"
699,"[110, 4314]"
3321,"[110, 324, 102, 3321, 687, 727, 1784, 3636, 1776, 2870, 3776, 4193, 3006]"
111,"[123, 1464, 260]"
123,"[140, 2479, 659, 238, 1432, 714, 4594]"
140,"[659, 2067, 357, 3342, 2479, 1207]"
659,"[686, 597, 2119, 2188, 3882, 659, 48, 2053, 1231, 3627, 2491]"
686,"[1207, 140, 1864, 2110, 2479, 2180, 3342, 3882, 3994, 102, 3760, 2859]"
1074,"[686, 88, 2306, 4656, 213, 2712, 1112, 4322, 4161]"
2110,"[2180, 3342, 2503, 463, 1656, 3971, 2110, 1118, 1316, 3266, 318, 4640, 4282, 4509, 1555, 1214]"
2180,"[2188, 111, 2503, 2010, 310, 3798, 1908, 1494]"
2188,"[659, 1074, 1075, 4777, 4725, 1434, 2589, 172, 4594, 1917, 3220, 2324, 4033, 3085, 897, 4018, 2188, 1142]"
2479,"[2503, 1207, 659]"
2503,"[659, 1086, 102, 3882, 3773]"
597,"[686, 1864, 597, 2006, 2338, 2114, 249, 1900, 1501, 2632, 363, 69, 946, 2112, 943, 3172, 170, 2589, 3080, 2691, 4993]"
2257,"[2975, 169, 642, 1983, 1360, 148, 4396, 1563]"
3342,"[3354, 2479, 807, 1278, 3477, 517, 3715, 3]"
1086,"[140, 686, 1090, 384, 378, 3381, 4102, 1042, 991, 4018, 1489]"
807,"[140, 2900, 210, 463, 736, 763, 519, 1787, 2589, 2663, 363, 3220]"
2119,"[1086, 213, 686, 1215, 1951, 1608, 4725, 3078]"
3469,"[140, 264, 2048, 714]"
463,"[140, 151, 1215, 2676, 1104, 966, 102, 452, 504, 838, 759, 1112, 867, 3005, 2499, 3325, 3013, 83, 4257]"
3994,"[686, 1360, 129, 148, 1755, 4876]"
113,"[832, 113, 1545, 1869, 927, 1018, 2208]"
832,"[951, 1545, 113, 832, 2208, 897, 3218, 36, 3592, 2293, 4809, 2227, 1614, 1873, 4206, 1157, 3930, 2787]"
951,"[1018, 2626, 2284, 951, 4274]"
1545,"[1665, 113, 832, 1545, 1018, 2208, 3732, 475, 2668, 1741, 2357, 229, 4306, 1381, 517, 179, 1303, 746, 119, 3541, 3354]"
1665,"[1869, 531, 1576, 729, 151, 2083, 123]"
1869,"[2208, 113]"
2208,"[538, 113, 1018, 1869, 4707, 517]"
538,"[2208, 289, 538, 1392, 2470, 2732, 2491, 3699, 3361, 280, 2687, 933]"
475,"[113, 3836, 1191, 2443, 1493, 3386, 3258, 4945, 4320]"
2668,"[2679, 791, 2042, 2219, 1981, 151]"
2679,"[1545, 2853, 885, 3837, 1533, 83, 2668]"
117,"[354, 2226, 1703, 3442, 383, 1540, 117, 254, 3604, 3847]"
354,"[354, 117, 1691, 3489, 82, 3748, 4401, 61, 1913, 4176, 2226, 1380, 400, 757, 2694, 2444, 2716, 3232, 1165, 1729, 3090, 3080, 1951, 3876, 3150, 356, 417, 2822, 3224, 1157, 2820, 23, 78, 254, 474, 2065, 1966, 3606, 4076]"
1691,"[117, 1872, 31, 151, 2522, 502]"
2226,"[2284, 493, 3748, 3361, 532, 2422]"
2284,"[354, 1873, 1096, 506, 2180, 4016, 406, 3858, 1214, 3001, 933, 1576, 249]"
3489,"[117, 3442, 3631, 3167, 4162, 4995, 1705, 1904, 3290, 1484, 4623]"
3442,"[354, 533, 2109, 3442]"
383,"[354, 1786, 254, 1429, 1736, 353, 757, 335, 2882, 102, 4191, 1458, 2873, 3291, 3143, 2478]"
1736,"[1736, 354, 383, 2049, 254, 1458, 2525]"
4401,"[1292, 357, 4515, 3511, 1534, 129, 1198, 2964, 3266]"
1292,"[354, 3615, 3887, 2293, 1312, 926, 1145, 1319, 2384, 3970, 4700, 4494]"
1540,"[354, 1475, 188, 1473, 2919, 1020, 1364, 3551, 1540, 4430, 1392, 4402, 293, 2293, 4951, 1781, 4794]"
4176,"[1786, 1614, 2105, 2806, 5041, 3580, 1175]"
